idx,id,title,caption,created,filesize,duration,clip_id,total_comments,total_plays,total_likes,thumbnail
1207,110421448,SAUSAGE - animated short film,"This is SAUSAGE, the multi award winning and Oscar long-listed animated short film.

Awards:
Grand Jury Prize' - Amsterdam Film Fest
'Best Animation' - Mexico International Film Fest
'Best Animation' - Foyle Film Fest
'Best Animation' - NYC Indie Film Fest
'Best Animation' - The UK Film Fest
'Best Short' - Food Film Festival (Croatia)
'Best Short' - PROMAX UK Shorts 
'Best Short' (runner up) - Food Film Festival (Holland)    
Staff Pick - Vimeo 
Pick Of The Day - Short of the Week
Pick Of The Day - Cartoon Brew

Follow on twitter: https://twitter.com/robert_grieves
Facebook for updates: http://facebook.com/sausagefilm  

Synopsis: This retro animation introduces us to two artisan stallholders who's idyllic world is invaded by a devious fast-food vendor. The ferocious turf war that follows provokes life changing events that result in one deliciously sourcey discovery! 

Credits:
Story, Animation and Design: Robert Grieves
Music Composition: Dan Radclyffe
Mentor for Story and Animation: Simon Williams 
Sound Design & Mix: Leaf Troup
Additional Music: Mario Bordbar and Paul Worsley
Initial story advice: Steve Moles and Peter Morfoot 
Special thanks to: Hackett Films, Blink Films and London Metropolitan University",2014-10-29T19:32:47-04:00,272911451,376,68866825,33,70596,920,https://i.vimeocdn.com/video/503527079_780x439.webp
1208,110594162,In Damascus  - في دمشق,"Winner | Outstanding Cinematography in the Autumn Shorts Film Festival, Somerset, Kentucky USA 2015.

Official Selection:
• ZEBRA Poetry Film Festival Münster|Berlin - 2016
• Arab Film Festival, San Francisco, CA – 2016
• 9th Annual Houston Palestine Film Festival - 2015
• Autumn Shorts Film Festival, Somerset, Kentucky USA - 2015


Watch In Damascus VFX Breakdown and read the description for  technical Information about the film on this link :
www.vimeo.com/waref/indamasvfx

This film is about Damascus, an 11,000 years old city, the most ancient & precious of cities, set to the poetry of the world famous Palestinian poet / author Mahmoud Darwish.

More than three years have passed since the idea inception up to this moment. This project was my companion during my staying abroad, it was like a friend and an enemy at the same time, sometimes I spend hours working on it, and sometimes I leave it for months.
Now after two months of heavy work, I've finished it, and I would like to present it to you … I hope you like it.

الفيلم يتكلم عن مدينة دمشق, مدينة يعود عمرها إلى أكثر من 11 ألف سنة, يرافق الفيلم مقاطع من قصيدة ""طوق الحمامة الدمشقي""  من تأليف وإلقاء الشاعر الفلسطيني المعروف محمود درويش 

أكثر من ثلاث سنوات مرّت منذ انطلاق الفكرة إلى هذه اللحظة. كان هذا المشروع رفيقي في الغربة, لقد كان بمثابة العدو والصديق بالنسبة لي فأحيانا اشتاق للعمل عليه فامضي الساعات هناك وأحيانا أكرهه لدرجة تركه بالشهور.
بعد أكثر من شهرين من العمل المكثف, ولله الحمد, انتهيت من العمل عليه, وأنا اقدمه اليوم بين أيديكم هدية ... اتمنى أن تنال إعجابكم.

www.warefabuquba.com",2014-10-31T13:09:39-04:00,244505554,240,110168157,25,90830,2041,https://i.vimeocdn.com/video/494467939_780x439.webp
1209,109126985,"Lucius - Hey, Doreen (Official Video)","made by LeBlanc + Cudmore
produced by Holly MacDonald
written by Scott Cudmore
edited by Nicole Sison, Scott Cudmore, Michael Leblanc
photographed by Michael LeBlanc
production manager: Emily Downing
art by Erika Lobko
special fx by Jake Owens
colour by Clinton Homuth at Alter Ego Post
sound by Quewin Warnasuriya at Toronto Sound
production company: Leblanc + Cudmore",2014-10-16T08:50:09-04:00,792742616,282,43747127,33,91332,1769,https://i.vimeocdn.com/video/303772294_780x439.webp
1210,110146922,Eva & The Heartmaker - Told You,"A fast motion one-take music video. Part 2 of The Fast Motion trilogy
Behind the scenes: https://vimeo.com/109447689

http://evaandtheheartmaker.com/ - twitter.com/eva_heartmaker
""Told You"" is out now on Petroleum Records - spoti.fi/1nIPLix 

Director/producer - Kenneth Karlstad - twitter.com/KennethKarlstad
Cinematographer - Pål Ulvik Rokseth - http://paalfilm.no/
Production manager - Emil A. Jensen
Production designer - Mirjam Veske - vimeo.com/user14847657

1. AD - Joachim Joachimsen
2. AD - Christina Lande 
B-Foto - Sindri Tyr Högnason - http://sindrityr.com/
Lighting - Stig Tvenge
Stylist - Anette Ousdal
Colorist - Raymond Fruseth Gangstad - Nordisk Film Short Cut Norge
Storyboard artist - Tarjei Tandstad
Grip - Espen Zubi - http://gripservice.no/

Assistant production designer - Victoria Wælgaard
Production assistant - Ola Flåten
Production assistant - Babatunde Adam Oluwalana
Production assistant - Morten Bjørnådal

Cast
Eva Weel Skram
Thomas Stenersen
Knut Ørjan Aandahl
Torgeir Kjepso 
Anette Ousdal
Anne Marte Nesdal
Ola Weel Skram
Ida Weel Skram
Linn Bjerkhoel
Øistein Fjæra Engelsen
Silje Nesdal 
Camilla Ingeborg Moen
Thea Hamre
Sarah Sandbæk
Thomas Arnesen
Kristian Kongsgaard Hovi

Thanks:
Storyline Studios for good prizes
Cast & crew for holding out a long day in the rain
Andrea Ottmar at Frokostfilm for production input
Christian Pedersen for the nice Mercedez
Ski Kommune for the road
Ola Flåten for letting Eva jump your car
Bacon OSL for the car
Frode Myrvoll for the hospitality
Nina Heidenreich at Filmparken AS for the loan of studio for rehearsal
Studio A for being Studio A
Mediefabrikken for the car
Follo Catering for having tasty food delivered to the set",2014-10-27T10:49:46-04:00,691595919,276,110602629,27,125042,1253,https://i.vimeocdn.com/video/494922879_780x439.webp
1211,110128159,Element Presents - The Road To Wolfeboro,"Introducing the Road To Wolfeboro: a documentary of a 10-day journey from New York to Wolfeboro; a coming of age story of the maturing Element brand and the evolvement of Brian Gaberman, outstanding photographer to exquisite artist; a road in which two entities have developed a state of mind, where nature and family values are embraced as a priority, but where the love for skateboarding will never be denied.",2014-10-27T07:02:19-04:00,381766544,504,110063145,44,551443,2459,https://i.vimeocdn.com/video/495867872_780x439.webp
1212,109903713,AMBITION,"The short film created in collaboration with European Space Agency to celebrate their pioneer Rosetta mission, which objective is to land on a comet for the first time in human history.

For full credits visit
http://www.platige.com/en/page/474-Ambition_Film
More about the production and the mission at
http://ambitionfilm.com/
http://www.youtube.com/user/AmbitionTheFilm
https://www.twitter.com/AmbitionTheFilm
http://www.esa.int/Our_Activities/Space_Science/Rosetta",2014-10-24T04:39:45-04:00,3356559583,400,110421448,58,105414,1699,https://i.vimeocdn.com/video/577488429_780x439.webp
1213,79369173,鳴子系こけし／こけしの岡仁,"鳴子系こけし／こけしの岡仁

手とてとテ　-仙台・宮城のてしごとたち-
http://tetotetote-sendai.jp/",2013-11-14T00:26:44-05:00,478559139,254,110594162,137,322875,2337,https://i.vimeocdn.com/video/604693978_780x439.webp
1214,109994035,SEA DEVIL,"Immigration is hell.

Winner - Honorable Mention: Anarchy Shorts -  Slamdance Film Festival 2015
Winner - Bronze Audience Award - Fantasia Film Festival 2014
Official Selection - NYC Horror Film Festival 2014
Official Selection - Seattle International Film Festival 2015
Official Selection - Rooftop Films 2015
Official Selection - Stanley Film Festival 2015
Official Selection - River Run Film Festival 2015


Starring Antoni Corone, Mario Ernesto Sanchez, Taylor Rouviere, and introducing Moise Brutus
Written, Edited, and Directed by Dean C. Marcial and Brett Potter
Produced by Grant Curatola and Lucas Leyva
Executive Producer: Jonathan David Kane
Cinematography by Noah Chamis
Production Design by Esther Kim
Music by Saunder Juriaans, Daniel Bensi, Damon Hardjowirogo, and Nathan Ritholz
Co-Produced and Visual Effects by Greg Silverman
Sound Design by Joe Skinner, Martin Anderson, and Arjun G. Sheth

calaverausa.com // @calaveraUSA
borschtcorp.com // @borschtcorp

Keep it spooky in 2014 ya'll",2014-10-25T02:10:36-04:00,1211068915,539,109126985,16,37262,701,https://i.vimeocdn.com/video/493025270_780x439.webp
1215,110389272,Want to Believe by Rich Aucoin,"Directed and Cut by Jason Eisener
Produced by Jason Levangie & Marc Tetreault 
Director of Photography - Jordan Schella 
Special Effects/Post- Jon Eisener 
Starring- Rich Aucoin as Detective Wolfe 
The Believers- Lacie Nickerson, Sam Haynes, Cameron Malana, Jorja Thomas 
Corpse Bride- Kita McRory 
Bully Kids- Josh Ingrahams & Taylor Thomas
Production Manager- Kristy Wagner 
Costumes by Sarah Hayden Roy
Art Department- Jason Johnson & Mike Holleran
Camera Department- Tedd McInnes, Pat Campbell, Andrew Hines 
Post Work- PostMan

Buy Want to Believe on iTunes: http://smarturl.it/drh3z5?IQid=youtube

http://richaucoin.bandcamp.com/

Produced with the financial assistance of MuchFACT, a division of Bell Media Inc.
www.muchfact.ca

https://itunes.apple.com/ca/artist/rich-aucoin/id216144816",2014-10-29T14:02:35-04:00,258344096,185,110146922,50,71468,972,https://i.vimeocdn.com/video/494576002_780x439.webp
1216,109553597,"Objects Hacked To Make Music: Sushi, Cats & More","Purchase the track here: http://spazzkid.bandcamp.com/album/pr...

http://fourclops.com/

Mark Redito (FKA Spazzkid) ""Lovers""
Director - fourclops ::) 
Producer - Eli Stonberg, Cameron Rath & Caleb Johannes
Executive Producer - Alfred Darlington
Assistant Director - Mike Ponterotto
Director of Photography - Baxter Stapleton
Assistant Camera - Cole Pisano 
Art Director - Courtney Cranch & Constance Ream
Art Assistant - Leah Stone
Stylist - Brenna Cheyney
Editor - Eli Stonberg
2nd Unit Cinematographer + Set Photographer - Josh Klausner
Cat Wrangler - Caleb Johannes

Cast:
Spazzkid - Mark Redito
White - Daniel Kantor
Red - Alexandria Marcus
Green - Brenna Cheyney
Yellow - Cameron Rath
Grey - Jack Littman
Blue - Courtney Cranch

This video was made with the MaKey MaKey device. To learn more visit: http://makeymakey.com/",2014-10-21T02:10:45-04:00,401880657,148,110128159,30,91754,1925,https://i.vimeocdn.com/video/494711441_780x439.webp
1217,109805292,READY TO SURRENDER,"Hold on to your seat.

READY TO SURRENDER is a short dance film by filmmaker Maceo Frost and Choreographer Mari Carrasco. It is based on the stage piece by the same name. The film explores the subject of letting go, daring to fail and not going out without a fight.

Word from the director:
So excited to share this with you! I am also proud to feature a song i produced with my dad, Damon Frost as the main theme in this film. Ready to Surrender is a force to reckon with, do it justice by turning up the volume on your system or plug in your good headphones. Enjoy!

Directed and filmed by Maceo Frost
Choreographer: Mari Carrasco
Producer: Fred Thustrup
Executive producer: Mari Carrasco
Editing & Grading : Maceo Frost

http://www.carrascodance.com/
http://www.maceofrost.com/

Dancers: 
Elin Hallgren
Bianca Traum
Rita Lemivaara
Maria Ulriksson
Kjersti Knagenhjelm 
Talia Gallegos 
Fredrik Quiñones 
Alexander Dam
Stunt : Olle Strandberg
Stylist : Karolina Brock
Styling assistans: Vanessa Belovarsky , Evelina Nässén
Make up & hair: Aurea Florio Fava
Make up & Hair Assistant : Linnéa Andersson
Music (in filmic order): 
Lukid - Boxing Club
Maceo Frost, Damon Frost - Ready to surrender (original film score)
Mikael Karlsson - Five Four
Flutes: Claire Chase. Keyboards and programming: Mikael Karlsson
Rough State Sound
Thanks to: Pappa Carrasco, Andreas Truedsson, Olle Strandberg, Mikael Karlsson, Katarina Lundmark, 
Damon Frost, Cirkus Cirkör/Cirkör LAB, Färgfabriken, Dans och Cirkushögskolan, Stockholm stad, Stadsmissionen, Odeur, Ellos",2014-10-23T08:11:18-04:00,805111124,317,109903713,98,246303,5416,https://i.vimeocdn.com/video/494739311_780x439.webp
1218,110164478,Stickboy // Animation Montage,"Stickboy, An Opera in Three Acts
Music composed by Neil Weisensel
Libretto by Shane Koyczan, based on his book, Stickboy


Late last year, Shane Koyczan and Vancouver Opera asked if we'd like to partner on a brand new opera. We had never worked with projections, long-form animation, or live performance (not to mention opera!) before, so of course we said: yes please!

Ten months later, our work is being projected over three massive screens, illustrating over 40 background settings and dark inner-workings of the main character in a 2-hour long stage performance called Stickboy. You can see it live in Vancouver until November 7, 2014 (visit vancouveropera.ca for more info).


Animation Credits:
A collaboration with Shane Koyzcan and Vancouver Opera
Creative Direction: Leah Nelson, Jorge R. Canedo Estrada & Henrique Barone
Producer: Teresa Toews
Art Direction: Jorge R. Canedo Estrada
Concept and Storyboard: Jorge R. Canedo Estrada, Henrique Barone & Leah Nelson with help from Rachel Peake & Shane Koyzcan
Design: Henrique Barone, Lucas Brooking, Jorge R. Canedo Estrada, Gergely Wootsch & Shawn Hight
Animation: Jorge R. Canedo Estrada, Henrique Barone, Shawn Hight, Nicholas Ferreira, Marisabel Fernandez

Animation Montage:
Voiceover: Shane Koyczan
Music: Hand Covers Bruise, Reprise by Trent Reznor and Atticus Ross
Edit: Jorge R. Canedo Estrada

You can buy Shane's original Stickboy Book here: http://goo.gl/Jeu4wH",2014-10-27T13:25:08-04:00,229180897,170,79369173,105,1431549,7928,https://i.vimeocdn.com/video/455059350_780x439.webp
1219,109672232,"""SIGNAL STRENGTH"" music by Ljova","We searched NYC for a variety of subway musicians to unite for a live experiment.

We stationed them at 9 different subway stops with wifi and had them simultaneously connect to composer Ljova. He led them in a performance of ""Signal Strength,"" an original piece he wrote for them.

composed and conducted by LJOVA:  http://ljova.com
directed by CHRIS SHIMOJIMA: http://chrisshimojima.com
produced by ANITA ANTHONJ
director of photography (Bryant Park) JOHN SEARS: http://johnsearsmedia.com

Listen to the studio recording here:
https://soundcloud.com/ljova/signal-strength

Check out our Youtube:
http://youtu.be/X6PhsrcO80g

accordion
ALBERT BEHAR
http://albertbehar.com

bass
IAN BAGGETTE
http://ianjesse.com

beatbox
ADAM MATTA
http://adammatta.tumblr.com

cello
LEAH COLOFF
http://leahcoloff.com

djembe & shekere
JEREMIAH MCFARLANE
CARL JACOB
(I & I DRUMLINK)
iriemiah@yahoo.com

guitar
AMIT PELED

saw
NATALIA 'SAW LADY' PARUZ
http://sawlady.com

theremin
LLAMANO
http://llaminov.wordpress.com

trumpet
JORDAN HIRSCH

viola
ALLYSON CLARE

***

tech producers
JESSE BELLER
RICH SHURTLIFF

production coordinator
HOLLY HURSLEY

editor
CHRIS SHIMOJIMA

sound editor and mixer
MICHAEL FEUSER

instrumental sound editor and mixer
CASEY FOUBERT

compositor
ERIC HALASAN

titles
CHRISTOPHER RALEIGH

team assistants
SAM BAUMEL
RICH BOYCE
ADRIANA BUSTAMANTE
REBECCA CARTON
CHOPIN CHATIBURUS
BRAXTON CLARK
GUYEN FAM
MATT HELLAND
DESTINY JACKSON
VIVEK KHANNA
KATIE KELLEHER
JESSICA KRUEGER
NICK LJUBICICH
EMILIE MARTEL
GAELAN MULLINS
ARMAN SHEIKH
RICHARD SHU
DEVIN TANCHUM
MARÍA VILLASEÑOR
NABIL VINAS
NICK WILLIAMS",2014-10-22T03:17:37-04:00,339552185,188,109994035,35,118097,807,https://i.vimeocdn.com/video/494824162_780x439.webp
1220,105962129,CUMBIA DE PIEDRA,"Cumbia de Piedra is an animated music video produced by Fabrica promoting MOHS, the second album of Jhon William Castaño Montoya, a researcher in Fabrica's music team. Realized by Tomás Pichardo, a Fabrica animator from the Dominican Republic, Cumbia de Piedra is a hand-made 2d animation that explores the culture, colors and textures of Cumbia.

Direction and animation by Tomás Pichardo
Production Assistant: Shek Po Kwan 
Actors: Hyrul Anuar, Shek Po Kwan, David Peñuela, Jhon William Castaño Montoya, Karen Oetling
Music by Jhon William Castaño Montoya, taken from the album MOHS
https://soundcloud.com/fabricamusica/cumbia-de-piedra

Produced by Fabrica 
http://www.fabrica.it",2014-09-12T06:16:49-04:00,521075329,299,110389272,35,72060,755,https://i.vimeocdn.com/video/494630886_780x439.webp
1221,72494801,The Groundsman,"When a lonely football groundsman from rural Scotland finds out his club has gone out of business, he decides to keep his stadium running instead of acknowledging his past affairs.

BAFTA Scotland New Talent Awards 2014, Won Best Fiction and Best Editing
Royal Television Society Scotland 2014, Nomination for Best Student Fiction

Williamsburg Independent Film Festival Official Selection 2014
Aguilar de Campoo Short Film Festival 2014 / In Competition
Inverness Film Festival Official Selection 2014
CineFringe Film Festival Official Selection 2014
Southside Film Festival Official Selection 2014
11mm Fussballfilmfestival Official Selection 2014
Hollywood Reel Independent Film Festival Official Selection 2014 / In competition for Best Student Short
Glasgow Short Film Festival Official Selection 2014 / In competition for Scottish Competition
London Short Film Festival Official Selection 2014


Facebook | facebook.com/thegroundsmanfilm",2013-08-16T11:41:17-04:00,199084627,965,109553597,17,80757,786,https://i.vimeocdn.com/video/498585273_780x439.webp
1222,109054192,SUICIDE Remix,"Bootleg Bart video I made to Freeway and Girl Talk's 'Suicide' remix feat ASAP Ferg

http://www.datpiff.com/Girl-Talk-Freeway-Broken-Ankles-EP-mixtape.594399.html

by Lisa Ramsey 
misslisaramsey.com

edited by Brenden Beecy (big thanks dude!)
brendenbeecy.com",2014-10-15T15:41:38-04:00,85529201,206,109805292,47,196011,3083,https://i.vimeocdn.com/video/493851473_780x439.webp
1223,109646378,Roy Kafri - Mayokero,"Made out of love and admiration for all the musicians and visual artists who's art we grew up listening to and staring at.
Making of- https://www.youtube.com/watch?v=mOCKLua-F24

Music by Roy Kafri.
Directing, Writing, Cinematography, Editing, and VFX: Vania Heymann.
Producing, Co­-writing and other stuff: Natan Schottenfels
Color: Tal Baltuch
“Revolver“ Animation: Yoav Shtibelman
Wardrobe: Mayan Toledano

Roy's ""Acowpella Beatbox"" album at: http://roykafri.bandcamp.com/

Actors: Patrick Griffith, Martin Pfefferkorn
Faces: Ben Bocker, Maya Ish Shalom, Gal Muggia, Anaelle Heymann, Yael Friedlander, Daniel Koren, Tom Metcalfe, Anisia Affek, Mark Coates, Yoav L. Wazana, Dan Farkas, Yinka Parris, Si Koroma, Alma Beck and Lazar Farkas the cat

Music Credits-
Composed by Roy Kafri
All Vocals by Roy Kafri
Mixed by Ori Shochat

Special Thanks to: Daniela Albin, Anisia Affek, Omri Anghel, Dan Farkas, Daniel Koren, Gal Muggia and Maya Ish Shalom

Roy Kafri’s Channel: https://www.youtube.com/user/roykafri",2014-10-21T19:24:24-04:00,485631750,130,110164478,88,135464,3772,https://i.vimeocdn.com/video/494339513_780x439.webp
1224,108160097,The Hidden Life of the Burrowing Owl,"Nature, red in tooth and claw...and fork.


FESTIVALS -
WINNER - Comic Con International Independent Film Festival / Best Animation & Judge's Award / 2009
WINNER - Louisville International Film Festival / Best Animation / 2011
Annecy International Animation Festival 2008 
Palm Springs International Short Film Festival 2008 
AFI FEST 2008 
KLIK Animation Festival 2008 
Chicago International Children's Film Festival 2008 
Encounters Short Film Festival 2008
Anima Mundi 2009 
mountainfilm telluride  2009  
SPIKE AND MIKE Next Generation Animation 2009


CREDITS -
Written, and Directed, by Mike Roush
Exectutive Producers, Chris Pynoski and Shannon Prynoski
Narrated by Ed Kibbey
Soundtrack by Ryan Demaree
Production Manager, David Busch
Animated by, Mike Roush, Allison Craig, David Vandervoort
Photography, Mike Roush, Steve Kellner, Richard Pose
Edited by, Felipe Salazaar
Background Artist, Mike Roush, Allison Craig, Melissa Levengood, Warren Lee, Ryan DeLuca
Production Assistents, Azenith J. Gueco, Ashley Fisher, Glibert R. Garcia, Waleed Boghosian, Arthur Munoz, Shiloe Swisher, Anthony Akira Andrade
Recored at, Big Bear Productions
Sound Mix, Sonic Pool, Hollywood CA
Director of film out services, John Carter
Optical soundtrack negative by, NT Audio
Special Thanks, Mari Roush, Keith Fey, Kimberly Browning, Dave Vandervoort, The Those Guys, Peter Dana, Point 360, Chris Page, NT Audio, Doug Vito",2014-10-06T15:22:29-04:00,634087592,307,109672232,47,140546,2663,https://i.vimeocdn.com/video/493683208_780x439.webp
1225,109403054,LA RÉPUBLIQUE DU SKATEBOARD,"""An impressionistic ode to street skateboarding"" 

A Film by Neels Castillon

in collaboration with VAGUE & LAME.

Featuring
Arthur Turpin, Andrea Giallonardo, Vincent Perrin, Victor Jambus, Antoine Champenois, Steve Malet,
Maxime Djadel, Samuel Chochon, Mathias Pardo, Yann Garin, Franck Barattiero, Amine Benhmade.


Director/DOP/Editor - Neels Castillon
Music - Yld Kid
Sound Design & Mix - Yann Levasseur
Sound Production - http://www.lesecouteursprod.com
Colorist - Sébastien Mingam
Post-Production - http://www.mikrosimage.eu

Producer - Ariane Cornic
Assistant Producer - Sébastien Rouquet
Production - www.motionpalace.tv

Co-Production - Domove
Producer - Jean Lin Roig

Special Thanks
Gloria Pedemonte, Joel Dagès, Mathieu Janneau, Hugo Allart.

(Shot in Red Epic with Kowa Anamorphic Lenses)",2014-10-19T19:28:30-04:00,1663357044,330,105962129,29,73749,1232,https://i.vimeocdn.com/video/493308543_780x439.webp
1226,108940057,"GOAT ""HIDE FROM THE SUN""",This is the official video for the Sub Pop band GOAT. It was made in close collaboration with visual artist Stacey Rozich.,2014-10-14T15:47:52-04:00,270810117,217,72494801,32,84900,792,https://i.vimeocdn.com/video/492565933_780x439.webp
1227,109092534,"Henry Wolfe ""Encino"" starring Jena Malone","Music video for Henry Wolfe's ""Encino"", first premiered on MOCAtv and stars actress Jena Malone.

Music by Henry Wolfe
Director Benjamin Kutsko
Cinematographer Alex Disenhof
Executive Producer Jack Richardson
Starring Jena Malone, Charlie Wadhams, Benjamin Hjelm and Andrew Calder
Hair by Ramsell Martinez
Makeup by Bethany McCarty and Melinda Love Dean
A Masses production
Filmed at Pollution studios in Los Angeles",2014-10-15T23:07:47-04:00,482771781,249,109054192,30,103485,1156,https://i.vimeocdn.com/video/492916517_780x439.webp
1228,109041102,Touchable Memories,"If you were blind, how would you ""see"" a photo?

Directed by Marco Aslan - http://www.marcoaslan.com
Creative Team: Giba Barros, Fred Bosch, and Martin Feijoó
DP by Gema Briones Segarra
Cinematography by Gema & Marco
Edited by Judith Miralles & Marco
Produced by Montse Urniza & Maite Peris
Executive Producer Ana Laura Solis
Production House: Story:We Produce (Barcelona)
Agency: LOLA (Madrid)
Music by The Echelon Effect - ""Your First Light My Eventide""
Music hub: The Music Bed",2014-10-15T13:40:57-04:00,310745878,214,109646378,112,373210,6333,https://i.vimeocdn.com/video/493824859_780x439.webp
1229,67614238,Snooze Time,"As Evie struggles with the weird and wonderful effects of time on her life and relationships, it becomes clear that time is playing its most annoying trick of all: it’s running out.

New Directors Section - Shots 154
2015 Wassaic Project
http://www.shortoftheweek.com/2014/10/15/snooze-time/
https://vimeo.com/channels/staffpicks/67614238",2013-06-03T22:10:31-04:00,331086907,421,108160097,35,123086,1705,https://i.vimeocdn.com/video/491847382_780x439.webp
1230,109220419,LOS PUNSETES 'Me gusta que me pegues',"Directed by CANADA
Produced by CANADA",2014-10-17T05:34:32-04:00,597657764,192,109403054,91,138413,2200,https://i.vimeocdn.com/video/629791468_780x439.webp
1231,106835400,Aqua Profonda,Aquaphobia: a persistent and abnormal fear of water.,2014-09-22T12:39:38-04:00,106259938,95,108940057,33,74778,747,https://i.vimeocdn.com/video/492780289_780x439.webp
1232,109105753,The Vegan Muffin,"Directed by Edward Housden
""The Vegan Muffin"" By Tao Lin
Commissioned By Nowness

Narrator: Tallulah Harlech
The Vegan Muffin: Chloe Bergeret
The Muffin Man: Andrea Gnoli
Dog: Zelda

Producer: Amos Usiskin
Music: Paul Housden
DOP and Editor: Edward Housden
Camera Assistant: John Borwn
Muffin Designer: Gary Card
Production Company: Indy8

www.edwardhousden.com",2014-10-16T03:24:30-04:00,402058533,231,109092534,20,71744,626,https://i.vimeocdn.com/video/492964626_780x439.webp
1233,108798045,Edges Of Sanity.,"It’s been said
On far shores, weary mariners hear voices
Songs so beautiful they cast a spell
There is no choice but to hear.
----
Edges of Sanity - A film by http://www.finisterreuk.com

Director: Chris McClean
Producer: Ernest Capbert
Surfers: Noah Lane + Matt Smith
Poem: Dan Crockett
Narration: Charles Dance 
Soundtrack: CJ Mirra
String Recording: Ross Sampson
Vocal Recording: Dan Trachtenberg
Audio Mastering: Dallas Simpson 
Surround Mix Assistant: Simon Pallen 
Post Production: The Mill
Post Production Producer: Jarrad Vladich
Colourist: Mick Vincent
Executive Producers: Tom Kay + Gregor Matthews
A Sea Saw Films Production

Thanks to: 
David Gray, Al Mackinnon, Freefly Systems, Red Bull Studios, A Found Sound Productions, Carlos Lellis & SAE, Pisces Rising.",2014-10-13T11:01:44-04:00,1150356190,493,109041102,26,124414,1399,https://i.vimeocdn.com/video/493021646_780x439.webp
1234,108499003,Desire To Fly - Samantha Bryan,"Samantha Bryan is a mixed-media artist based in West Yorkshire. She works from a studio in the West Yorkshire Print Workshop situated in Mirfield.

Samantha finds herself preoccupied with everyday life, but not her own- that of the fairy. Consequently her sculptures place what can only be described as ‘fairies’ with machine-like contraptions. They depict fairies going about their everyday lives. Within her work her extraordinary objective is to realise the necessities and requirements that would be involved in ‘fairy life’: to provide everything a fairy would demand during its daily existence.

http://samanthabryan.co.uk",2014-10-09T14:05:09-04:00,703423009,279,67614238,67,187557,2555,https://i.vimeocdn.com/video/493215087_780x439.webp
1235,106105694,Construxon Time Again,"Directed and Animated by Adam Brown
http://adamanimates.com

Music by Jacob 2-2
http://jacob2-2.com

""Construxon Time Again"" originally appeared on the album 'Herbivore,' and now makes an appearance once again, along with remixes by Muta and Stephen Farris, on Jacob 2-2's new EP 'The Rec.'
http://store.kingdeluxe.ca/album/the-rec

More videos from King Deluxe:
http://kingdeluxe.ca/videos",2014-09-14T12:10:41-04:00,526518151,205,109220419,28,142531,1405,https://i.vimeocdn.com/video/494719504_780x439.webp
1236,106886061,GRAPE SODA - short film,"IMDB: http://www.imdb.com/title/tt3806962/?ref_=nm_flmg_act_3
behind the scenes: https://vimeo.com/107085078
short of the week write up: https://www.shortoftheweek.com/2014/10/25/grape-soda/
review: http://theindependentcritic.com/grape_soda
http://j-robproductions.com

3rd place winner at the 2015 Phoenix Comicon Film Festival
Mark Ashworth - nominated for best actor at the Eastern North Carolina Film Festival
2015 OFFICIAL SELECTION at the Salt Lake International Film Festival
2015 OFFICIAL SELECTION at the Eastern North Carolina Film Festival
2015 OFFICIAL SELECTION at the Salt Lake International Film Festival
2015 OFFICIAL SELECTION at the Phoenix Comicon Film Festival
2015 OFFICIAL SELECTION at the El Dorado Film Festival
2015 OFFICIAL SELECTION at the CineBodega Film Festival 
2015 OFFICIAL SELECTION at the Indie Vision Film Festival 
2015 OFFICIAL SELECTION at the Iron Pointe Film Festival
2015 OFFICIAL SELECTION at the Y'allywood Film Festival

writer/director/producer - justin robinson
director of photography - brent christy
bobby - mark ashworth
sherry - rachel hendrix 
rodrigo - cranston johnson
troy - isaiah stratton
mr. leo - jay c russell
first ac - scott jones
sound mixer - david sniadecki
boom op - tyler wade
hair/makeup - latia curtis
editor - justin robinson
composer - jake sidwell
colorist - john carrington
re-recording mixer - christian sawyer
property master - clayton tilley
key set production assistant - andrew bradford
production assistant - gunner willis
production assistant - wesley wooten
production assistant - chris burch
production assistant - ryan hendrick
production assistant - ben maciejack
set photographer - shawn stom
BTS - david gaskin
catering - maria conner

this film was shot in 2 days in the greenville/taylors, sc area 
shot on RED EPIC with rokinon 35mm 1.5 & canon L series 85mm 1.2
audio gear: scheops CMIT 5U & sound device/recorder 722
cut in premiere CS6
colored in davinci resolve",2014-09-22T22:16:59-04:00,4723130966,1045,106835400,39,129217,2062,https://i.vimeocdn.com/video/490061915_780x439.webp
